,FYear,FMonth,FDay,FD06,Departure,CityDeparture,Arrival,CityArrival,WeekOfYear,Trimester,Distance,Start,Finish
374,2012,10,30,1.0,0,0,3,5,44.0,3.0,26,SE,SW
375,2011,12,30,4.0,4,4,11,12,52.0,3.0,30,SE,NE
376,2012,11,26,0.0,0,0,12,14,48.0,3.0,55,SE,SE
377,2012,10,29,0.0,14,11,15,3,44.0,3.0,54,NE,NE
378,2011,10,20,3.0,3,5,19,17,42.0,3.0,23,SW,SW
379,2012,11,16,4.0,0,0,4,4,46.0,3.0,5,SE,SE
380,2012,05,19,5.0,8,12,10,9,20.0,1.0,48,NE,SW
381,2013,03,05,1.0,16,15,15,3,10.0,1.0,7,SE,NE
382,2012,10,24,2.0,15,3,5,6,43.0,3.0,44,NE,NE
383,2012,02,18,5.0,0,0,1,1,7.0,1.0,18,SE,NE
384,2012,10,12,4.0,0,0,1,1,41.0,3.0,18,SE,NE
385,2012,06,12,1.0,16,15,0,0,24.0,2.0,1,SE,SE
386,2012,09,07,4.0,12,14,6,13,36.0,3.0,14,SE,NE
387,2012,02,03,4.0,3,5,4,4,5.0,1.0,0,SW,SE
388,2012,01,31,1.0,19,17,0,0,5.0,1.0,43,SW,SE
389,2013,01,13,6.0,0,0,10,9,2.0,1.0,40,SE,SW
390,2011,11,20,6.0,3,5,17,16,46.0,3.0,62,SW,SW
391,2011,09,07,2.0,5,6,15,3,36.0,3.0,44,NE,NE
392,2012,04,30,0.0,0,0,15,3,18.0,1.0,60,SE,NE
393,2012,03,07,2.0,0,0,11,12,10.0,1.0,6,SE,NE
394,2012,11,06,1.0,3,5,19,17,45.0,3.0,23,SW,SW
395,2012,06,29,4.0,4,4,1,1,26.0,2.0,33,SE,NE
396,2011,09,02,4.0,13,10,8,12,35.0,3.0,19,SE,NE
397,2012,06,20,2.0,10,9,1,1,25.0,2.0,49,SW,NE
398,2012,10,01,0.0,15,3,16,15,40.0,3.0,7,NE,SE
399,2011,10,29,5.0,8,12,13,10,43.0,3.0,19,NE,SE
400,2012,05,05,5.0,1,1,11,12,18.0,1.0,35,NE,NE
401,2012,11,30,4.0,15,3,18,18,48.0,3.0,42,NE,NW
402,2012,09,08,5.0,6,13,10,9,36.0,3.0,47,NE,SW
403,2012,09,25,1.0,2,2,0,0,39.0,3.0,37,SE,SE
404,2012,01,17,1.0,0,0,6,13,3.0,1.0,3,SE,NE
405,2012,03,01,3.0,10,9,19,17,9.0,1.0,52,SW,SW
406,2012,01,03,1.0,1,1,19,17,1.0,1.0,53,NE,SW
407,2011,09,09,4.0,4,4,9,8,36.0,3.0,24,SE,SW
408,2012,10,11,3.0,7,7,15,3,41.0,3.0,13,SE,NE
409,2012,08,09,3.0,11,12,0,0,32.0,2.0,6,NE,SE
410,2011,09,28,2.0,15,3,5,6,39.0,3.0,44,NE,NE
411,2011,12,02,4.0,15,3,10,9,48.0,3.0,39,NE,SW
412,2012,03,06,1.0,0,0,12,14,10.0,1.0,55,SE,SE
413,2011,12,18,6.0,16,15,15,3,50.0,3.0,7,SE,NE
414,2012,10,22,0.0,0,0,2,2,43.0,3.0,37,SE,SE
415,2012,11,02,4.0,0,0,14,11,44.0,3.0,15,SE,NE
416,2011,09,24,5.0,17,16,3,5,38.0,3.0,62,SW,SW
417,2012,05,16,2.0,15,3,16,15,20.0,1.0,7,NE,SE
418,2012,03,19,0.0,11,12,13,10,12.0,1.0,20,NE,SE
419,2012,12,06,3.0,10,9,6,13,49.0,3.0,47,SW,NE
420,2012,01,10,1.0,9,8,3,5,2.0,1.0,2,SW,SW
421,2011,09,21,2.0,6,13,19,17,38.0,3.0,50,NE,SW
422,2012,05,11,4.0,0,0,1,1,19.0,1.0,18,SE,NE
423,2012,07,10,1.0,14,11,0,0,28.0,2.0,15,NE,SE
424,2012,03,25,6.0,10,9,4,4,12.0,1.0,27,SW,SE
425,2011,11,29,1.0,3,5,4,4,48.0,3.0,0,SW,SE
426,2012,06,21,3.0,12,14,6,13,25.0,2.0,14,SE,NE
427,2011,12,13,1.0,19,17,10,9,50.0,3.0,52,SW,SW
428,2013,02,16,5.0,4,4,3,5,7.0,1.0,0,SE,SW
429,2012,01,20,4.0,0,0,13,10,3.0,1.0,58,SE,SE
430,2012,01,28,5.0,11,12,5,6,4.0,1.0,61,NE,NE
431,2012,11,06,1.0,10,9,4,4,45.0,3.0,27,SW,SE
432,2011,09,30,4.0,18,18,15,3,39.0,3.0,42,NW,NE
433,2011,12,28,2.0,6,13,1,1,52.0,3.0,36,NE,NE
434,2012,02,25,5.0,19,17,15,3,8.0,1.0,41,SW,NE
435,2011,11,02,2.0,0,0,14,11,44.0,3.0,15,SE,NE
436,2013,01,10,3.0,9,8,15,3,2.0,1.0,34,SW,NE
437,2011,10,09,6.0,4,4,0,0,40.0,3.0,5,SE,SE
438,2013,01,22,1.0,15,3,10,9,4.0,1.0,39,NE,SW
439,2012,12,25,1.0,1,1,16,15,52.0,3.0,45,NE,SE
440,2013,02,22,4.0,14,11,3,5,8.0,1.0,4,NE,SW
441,2011,11,23,2.0,3,5,14,11,47.0,3.0,4,SW,NE
442,2012,11,14,2.0,11,12,13,10,46.0,3.0,20,NE,SE
443,2012,01,02,0.0,0,0,10,9,1.0,1.0,40,SE,SW
444,2011,10,12,2.0,11,12,1,1,41.0,3.0,35,NE,NE
445,2012,11,08,3.0,10,9,4,4,45.0,3.0,27,SW,SE
446,2012,12,18,1.0,4,4,3,5,51.0,3.0,0,SE,SW
447,2012,02,06,0.0,15,3,19,17,6.0,1.0,41,NE,SW
448,2012,05,13,6.0,5,6,0,0,19.0,1.0,57,NE,SE
449,2012,10,08,0.0,19,17,3,5,41.0,3.0,23,SW,SW
450,2011,11,17,3.0,19,17,9,8,46.0,3.0,56,SW,SW
451,2012,09,25,1.0,4,4,15,3,39.0,3.0,8,SE,NE
452,2012,01,11,2.0,17,16,15,3,2.0,1.0,31,SW,NE
453,2012,07,16,0.0,8,12,13,10,29.0,2.0,19,NE,SE
454,2013,03,02,5.0,4,4,19,17,9.0,1.0,32,SE,SW
455,2012,07,10,1.0,15,3,16,15,28.0,2.0,7,NE,SE
456,2012,09,02,6.0,1,1,10,9,35.0,3.0,49,NE,SW
457,2011,10,12,2.0,9,8,19,17,41.0,3.0,56,SW,SW
458,2012,09,12,2.0,12,14,0,0,37.0,3.0,55,SE,SE
459,2013,02,17,6.0,10,9,4,4,7.0,1.0,27,SW,SE
460,2012,05,28,0.0,19,17,9,8,22.0,1.0,56,SW,SW
461,2012,11,02,4.0,11,12,4,4,44.0,3.0,30,NE,SE
462,2012,04,30,0.0,0,0,4,4,18.0,1.0,5,SE,SE
463,2011,11,20,6.0,4,4,11,12,46.0,3.0,30,SE,NE
464,2011,09,02,4.0,8,12,19,17,35.0,3.0,51,NE,SW
465,2013,01,29,1.0,14,11,3,5,5.0,1.0,4,NE,SW
466,2011,12,05,0.0,0,0,16,15,49.0,3.0,1,SE,SE
467,2011,09,30,4.0,3,5,17,16,39.0,3.0,62,SW,SW
468,2012,01,22,6.0,15,3,5,6,3.0,1.0,44,NE,NE
469,2012,04,02,0.0,13,10,0,0,14.0,1.0,58,SE,SE
470,2013,01,12,5.0,4,4,15,3,2.0,1.0,8,SE,NE
471,2012,10,06,5.0,6,13,12,14,40.0,3.0,14,NE,SE
472,2012,07,04,2.0,15,3,16,15,27.0,2.0,7,NE,SE
473,2013,02,13,2.0,8,12,13,10,7.0,1.0,19,NE,SE
474,2012,01,18,2.0,10,9,19,17,3.0,1.0,52,SW,SW
475,2012,09,23,6.0,18,18,10,9,38.0,3.0,11,NW,SW
476,2012,09,12,2.0,3,5,9,8,37.0,3.0,2,SW,SW
477,2011,10,16,6.0,18,18,19,17,41.0,3.0,63,NW,SW
478,2012,12,22,5.0,15,3,0,0,51.0,3.0,60,NE,SE
479,2012,08,11,5.0,15,3,5,6,32.0,2.0,44,NE,NE
480,2011,10,30,6.0,14,11,0,0,43.0,3.0,15,NE,SE
481,2012,11,06,1.0,3,5,15,3,45.0,3.0,21,SW,NE
482,2012,08,06,0.0,14,11,0,0,32.0,2.0,15,NE,SE
483,2012,02,09,3.0,10,9,18,18,6.0,1.0,11,SW,NW
484,2011,11,24,3.0,3,5,15,3,47.0,3.0,21,SW,NE
485,2012,02,18,5.0,11,12,13,10,7.0,1.0,20,NE,SE
486,2013,01,31,3.0,7,7,15,3,5.0,1.0,13,SE,NE
487,2013,03,05,1.0,10,9,0,0,10.0,1.0,40,SW,SE
488,2011,12,14,2.0,1,1,0,0,50.0,3.0,18,NE,SE
489,2012,12,09,6.0,1,1,16,15,49.0,3.0,45,NE,SE
490,2012,01,17,1.0,2,2,0,0,3.0,1.0,37,SE,SE
491,2012,06,01,4.0,13,10,11,12,22.0,2.0,20,SE,NE
492,2012,09,17,0.0,14,11,15,3,38.0,3.0,54,NE,NE
493,2011,11,27,6.0,15,3,1,1,47.0,3.0,22,NE,NE
494,2013,01,22,1.0,3,5,19,17,4.0,1.0,23,SW,SW
495,2011,10,21,4.0,19,17,0,0,42.0,3.0,43,SW,SE
496,2012,08,28,1.0,3,5,0,0,35.0,2.0,26,SW,SE
497,2012,02,27,0.0,18,18,3,5,9.0,1.0,25,NW,SW
498,2012,01,04,2.0,4,4,10,9,1.0,1.0,27,SE,SW
499,2011,10,09,6.0,2,2,11,12,40.0,3.0,59,SE,NE
500,2013,01,29,1.0,6,13,1,1,5.0,1.0,36,NE,NE
501,2012,09,24,0.0,5,6,11,12,39.0,3.0,61,NE,NE
502,2012,10,15,0.0,3,5,19,17,42.0,3.0,23,SW,SW
503,2013,02,04,0.0,10,9,3,5,6.0,1.0,17,SW,SW
504,2012,02,12,6.0,19,17,0,0,6.0,1.0,43,SW,SE
505,2012,05,06,6.0,10,9,19,17,18.0,1.0,52,SW,SW
506,2013,03,02,5.0,2,2,0,0,9.0,1.0,37,SE,SE
507,2011,10,24,0.0,8,12,12,14,43.0,3.0,16,NE,SE
508,2011,12,04,6.0,19,17,3,5,48.0,3.0,23,SW,SW
509,2012,11,04,6.0,14,11,0,0,44.0,3.0,15,NE,SE
510,2012,12,01,5.0,14,11,0,0,48.0,3.0,15,NE,SE
511,2011,12,25,6.0,15,3,1,1,51.0,3.0,22,NE,NE
512,2012,03,31,5.0,19,17,4,4,13.0,1.0,32,SW,SE
513,2013,02,18,0.0,0,0,10,9,8.0,1.0,40,SE,SW
514,2011,09,05,0.0,15,3,11,12,36.0,3.0,12,NE,NE
515,2012,12,07,4.0,8,12,19,17,49.0,3.0,51,NE,SW
516,2012,06,05,1.0,17,16,3,5,23.0,2.0,62,SW,SW
517,2013,02,10,6.0,4,4,1,1,6.0,1.0,33,SE,NE
518,2012,07,08,6.0,1,1,15,3,27.0,2.0,22,NE,NE
519,2012,04,05,3.0,15,3,7,7,14.0,1.0,13,NE,SE
520,2011,11,29,1.0,0,0,1,1,48.0,3.0,18,SE,NE
521,2012,11,15,3.0,10,9,7,7,46.0,3.0,29,SW,SE
522,2012,05,02,2.0,3,5,9,8,18.0,1.0,2,SW,SW
523,2012,08,26,6.0,10,9,3,5,34.0,2.0,17,SW,SW
524,2012,06,17,6.0,5,6,11,12,24.0,2.0,61,NE,NE
525,2011,11,24,3.0,5,6,11,12,47.0,3.0,61,NE,NE
526,2012,11,18,6.0,8,12,10,9,46.0,3.0,48,NE,SW
527,2012,05,01,1.0,12,14,6,13,18.0,1.0,14,SE,NE
528,2012,11,17,5.0,11,12,5,6,46.0,3.0,61,NE,NE
529,2012,02,17,4.0,4,4,10,9,7.0,1.0,27,SE,SW
530,2012,10,05,4.0,1,1,16,15,40.0,3.0,45,NE,SE
531,2013,01,28,0.0,14,11,15,3,5.0,1.0,54,NE,NE
532,2012,04,12,3.0,11,12,1,1,15.0,1.0,35,NE,NE
533,2011,09,23,4.0,12,14,16,15,38.0,3.0,9,SE,SE
534,2013,02,15,4.0,5,6,0,0,7.0,1.0,57,NE,SE
535,2012,04,29,6.0,10,9,1,1,17.0,1.0,49,SW,NE
536,2012,09,30,6.0,15,3,6,13,39.0,3.0,10,NE,NE
537,2013,01,06,6.0,12,14,0,0,1.0,1.0,55,SE,SE
538,2012,04,10,1.0,8,12,13,10,15.0,1.0,19,NE,SE
539,2012,07,16,0.0,16,15,4,4,29.0,2.0,28,SE,SE
540,2012,02,02,3.0,8,12,13,10,5.0,1.0,19,NE,SE
541,2011,11,27,6.0,4,4,3,5,47.0,3.0,0,SE,SW
542,2012,07,08,6.0,4,4,11,12,27.0,2.0,30,SE,NE
543,2013,01,24,3.0,19,17,18,18,4.0,1.0,63,SW,NW
544,2012,01,04,2.0,10,9,6,13,1.0,1.0,47,SW,NE
545,2013,02,01,4.0,6,13,0,0,5.0,1.0,3,NE,SE
546,2012,04,27,4.0,10,9,7,7,17.0,1.0,29,SW,SE
547,2012,10,05,4.0,14,11,3,5,40.0,3.0,4,NE,SW
548,2013,01,01,1.0,0,0,10,9,1.0,1.0,40,SE,SW
549,2012,09,03,0.0,0,0,16,15,36.0,3.0,1,SE,SE
550,2012,11,12,0.0,10,9,3,5,46.0,3.0,17,SW,SW
551,2012,12,21,4.0,3,5,19,17,51.0,3.0,23,SW,SW
552,2011,09,03,5.0,3,5,19,17,35.0,3.0,23,SW,SW
553,2013,01,08,1.0,19,17,4,4,2.0,1.0,32,SW,SE
554,2013,01,17,3.0,0,0,16,15,3.0,1.0,1,SE,SE
555,2012,01,09,0.0,15,3,14,11,2.0,1.0,54,NE,NE
556,2011,11,19,5.0,3,5,4,4,46.0,3.0,0,SW,SE
557,2012,09,06,3.0,18,18,3,5,36.0,3.0,25,NW,SW
558,2012,06,16,5.0,6,13,15,3,24.0,2.0,10,NE,NE
559,2012,09,18,1.0,15,3,14,11,38.0,3.0,54,NE,NE
560,2012,05,25,4.0,14,11,0,0,21.0,1.0,15,NE,SE
561,2011,10,11,1.0,9,8,15,3,41.0,3.0,34,SW,NE
562,2011,11,15,1.0,15,3,10,9,46.0,3.0,39,NE,SW
563,2012,09,27,3.0,13,10,11,12,39.0,3.0,20,SE,NE
564,2011,10,18,1.0,14,11,3,5,42.0,3.0,4,NE,SW
565,2012,12,07,4.0,8,12,13,10,49.0,3.0,19,NE,SE
566,2012,04,30,0.0,1,1,15,3,18.0,1.0,22,NE,NE
567,2012,09,08,5.0,15,3,14,11,36.0,3.0,54,NE,NE
568,2012,07,23,0.0,13,10,0,0,30.0,2.0,58,SE,SE
569,2013,03,01,4.0,2,2,11,12,9.0,1.0,59,SE,NE
570,2012,02,13,0.0,0,0,16,15,7.0,1.0,1,SE,SE
571,2012,06,01,4.0,3,5,19,17,22.0,2.0,23,SW,SW
572,2013,01,11,4.0,2,2,11,12,2.0,1.0,59,SE,NE
573,2012,02,27,0.0,15,3,4,4,9.0,1.0,8,NE,SE
574,2012,11,26,0.0,1,1,11,12,48.0,3.0,35,NE,NE
575,2012,08,03,4.0,4,4,9,8,31.0,2.0,24,SE,SW
576,2012,12,07,4.0,1,1,0,0,49.0,3.0,18,NE,SE
577,2011,10,10,0.0,11,12,4,4,41.0,3.0,30,NE,SE
578,2012,07,04,2.0,9,8,15,3,27.0,2.0,34,SW,NE
579,2012,12,02,6.0,19,17,15,3,48.0,3.0,41,SW,NE
580,2012,06,01,4.0,1,1,11,12,22.0,2.0,35,NE,NE
581,2012,07,12,3.0,16,15,12,14,28.0,2.0,9,SE,SE
582,2012,05,29,1.0,15,3,18,18,22.0,1.0,42,NE,NW
583,2012,03,29,3.0,8,12,9,8,13.0,1.0,46,NE,SW
584,2013,01,01,1.0,15,3,14,11,1.0,1.0,54,NE,NE
585,2012,11,19,0.0,10,9,6,13,47.0,3.0,47,SW,NE
586,2011,12,26,0.0,15,3,14,11,52.0,3.0,54,NE,NE
587,2012,10,06,5.0,10,9,0,0,40.0,3.0,40,SW,SE
588,2012,01,07,5.0,11,12,4,4,1.0,1.0,30,NE,SE
589,2011,12,17,5.0,12,14,0,0,50.0,3.0,55,SE,SE
590,2012,02,12,6.0,19,17,4,4,6.0,1.0,32,SW,SE
591,2012,08,01,2.0,11,12,1,1,31.0,2.0,35,NE,NE
592,2011,11,03,3.0,6,13,12,14,44.0,3.0,14,NE,SE
593,2012,08,31,4.0,6,13,15,3,35.0,2.0,10,NE,NE
594,2011,10,20,3.0,1,1,15,3,42.0,3.0,22,NE,NE
595,2012,12,07,4.0,11,12,5,6,49.0,3.0,61,NE,NE
596,2012,09,03,0.0,19,17,0,0,36.0,3.0,43,SW,SE
597,2011,10,13,3.0,3,5,19,17,41.0,3.0,23,SW,SW
598,2011,10,24,0.0,19,17,18,18,43.0,3.0,63,SW,NW
599,2011,09,26,0.0,11,12,15,3,39.0,3.0,12,NE,NE
600,2012,12,29,5.0,4,4,1,1,52.0,3.0,33,SE,NE
601,2011,10,21,4.0,9,8,19,17,42.0,3.0,56,SW,SW
602,2011,09,28,2.0,1,1,16,15,39.0,3.0,45,NE,SE
603,2012,01,12,3.0,0,0,2,2,2.0,1.0,37,SE,SE
604,2011,10,06,3.0,13,10,8,12,40.0,3.0,19,SE,NE
605,2013,01,04,4.0,1,1,11,12,1.0,1.0,35,NE,NE
606,2012,11,03,5.0,15,3,5,6,44.0,3.0,44,NE,NE
607,2011,11,09,2.0,4,4,9,8,45.0,3.0,24,SE,SW
608,2013,01,07,0.0,3,5,10,9,2.0,1.0,17,SW,SW
609,2012,01,16,0.0,3,5,9,8,3.0,1.0,2,SW,SW
610,2012,08,27,0.0,15,3,7,7,35.0,2.0,13,NE,SE
611,2012,06,28,3.0,3,5,17,16,26.0,2.0,62,SW,SW
612,2012,08,18,5.0,3,5,18,18,33.0,2.0,25,SW,NW
613,2013,02,16,5.0,19,17,9,8,7.0,1.0,56,SW,SW
614,2012,02,17,4.0,4,4,3,5,7.0,1.0,0,SE,SW
615,2012,01,15,6.0,6,13,15,3,2.0,1.0,10,NE,NE
616,2012,08,21,1.0,11,12,0,0,34.0,2.0,6,NE,SE
617,2013,01,08,1.0,0,0,4,4,2.0,1.0,5,SE,SE
618,2011,11,28,0.0,13,10,11,12,48.0,3.0,20,SE,NE
619,2012,07,15,6.0,5,6,0,0,28.0,2.0,57,NE,SE
620,2011,09,09,4.0,0,0,13,10,36.0,3.0,58,SE,SE
621,2013,01,28,0.0,11,12,5,6,5.0,1.0,61,NE,NE
622,2011,10,26,2.0,0,0,10,9,43.0,3.0,40,SE,SW
623,2013,01,23,2.0,18,18,15,3,4.0,1.0,42,NW,NE
624,2013,02,12,1.0,16,15,0,0,7.0,1.0,1,SE,SE
625,2012,04,25,2.0,13,10,0,0,17.0,1.0,58,SE,SE
626,2012,01,18,2.0,3,5,18,18,3.0,1.0,25,SW,NW
627,2012,12,22,5.0,19,17,10,9,51.0,3.0,52,SW,SW
628,2012,01,30,0.0,6,13,10,9,5.0,1.0,47,NE,SW
629,2012,05,31,3.0,11,12,0,0,22.0,1.0,6,NE,SE
630,2012,10,12,4.0,1,1,19,17,41.0,3.0,53,NE,SW
631,2012,02,28,1.0,15,3,0,0,9.0,1.0,60,NE,SE
632,2012,10,27,5.0,5,6,11,12,43.0,3.0,61,NE,NE
633,2012,01,15,6.0,3,5,18,18,2.0,1.0,25,SW,NW
634,2012,03,27,1.0,15,3,10,9,13.0,1.0,39,NE,SW
635,2012,08,01,2.0,11,12,13,10,31.0,2.0,20,NE,SE
636,2012,09,24,0.0,9,8,4,4,39.0,3.0,24,SW,SE
637,2012,03,09,4.0,6,13,19,17,10.0,1.0,50,NE,SW
638,2012,02,17,4.0,19,17,10,9,7.0,1.0,52,SW,SW
639,2012,07,30,0.0,10,9,8,12,31.0,2.0,48,SW,NE
640,2012,07,19,3.0,9,8,8,12,29.0,2.0,46,SW,NE
641,2011,12,15,3.0,3,5,17,16,50.0,3.0,62,SW,SW
642,2012,09,21,4.0,6,13,0,0,38.0,3.0,3,NE,SE
643,2011,12,30,4.0,3,5,18,18,52.0,3.0,25,SW,NW
644,2012,07,23,0.0,3,5,14,11,30.0,2.0,4,SW,NE
645,2012,07,10,1.0,1,1,6,13,28.0,2.0,36,NE,NE
646,2012,03,18,6.0,15,3,14,11,11.0,1.0,54,NE,NE
647,2012,07,20,4.0,3,5,14,11,29.0,2.0,4,SW,NE
648,2012,11,06,1.0,10,9,6,13,45.0,3.0,47,SW,NE
649,2011,11,09,2.0,15,3,17,16,45.0,3.0,31,NE,SW
650,2012,07,02,0.0,3,5,15,3,27.0,2.0,21,SW,NE
651,2012,04,29,6.0,18,18,15,3,17.0,1.0,42,NW,NE
652,2011,09,11,6.0,9,8,15,3,36.0,3.0,34,SW,NE
653,2012,07,14,5.0,0,0,16,15,28.0,2.0,1,SE,SE
654,2011,12,30,4.0,1,1,19,17,52.0,3.0,53,NE,SW
655,2012,04,16,0.0,8,12,19,17,16.0,1.0,51,NE,SW
656,2012,09,02,6.0,11,12,15,3,35.0,3.0,12,NE,NE
657,2012,10,14,6.0,18,18,3,5,41.0,3.0,25,NW,SW
658,2013,02,18,0.0,19,17,0,0,8.0,1.0,43,SW,SE
659,2011,12,21,2.0,15,3,17,16,51.0,3.0,31,NE,SW
660,2012,02,26,6.0,9,8,4,4,8.0,1.0,24,SW,SE
661,2013,02,09,5.0,4,4,3,5,6.0,1.0,0,SE,SW
662,2012,11,13,1.0,15,3,6,13,46.0,3.0,10,NE,NE
663,2011,10,08,5.0,6,13,19,17,40.0,3.0,50,NE,SW
664,2012,12,09,6.0,9,8,3,5,49.0,3.0,2,SW,SW
665,2012,05,06,6.0,1,1,10,9,18.0,1.0,49,NE,SW
666,2012,04,22,6.0,14,11,0,0,16.0,1.0,15,NE,SE
667,2011,12,20,1.0,17,16,15,3,51.0,3.0,31,SW,NE
668,2013,01,06,6.0,4,4,16,15,1.0,1.0,28,SE,SE
669,2012,08,27,0.0,10,9,19,17,35.0,2.0,52,SW,SW
670,2012,01,11,2.0,1,1,0,0,2.0,1.0,18,NE,SE
671,2012,07,10,1.0,3,5,10,9,28.0,2.0,17,SW,SW
672,2012,07,27,4.0,19,17,8,12,30.0,2.0,51,SW,NE
673,2011,11,07,0.0,3,5,14,11,45.0,3.0,4,SW,NE
674,2012,03,14,2.0,4,4,19,17,11.0,1.0,32,SE,SW
675,2012,01,27,4.0,10,9,9,8,4.0,1.0,38,SW,SW
676,2011,11,22,1.0,15,3,5,6,47.0,3.0,44,NE,NE
677,2011,12,13,1.0,0,0,12,14,50.0,3.0,55,SE,SE
678,2012,12,21,4.0,15,3,9,8,51.0,3.0,34,NE,SW
679,2012,12,31,0.0,5,6,0,0,1.0,3.0,57,NE,SE
680,2013,02,19,1.0,0,0,2,2,8.0,1.0,37,SE,SE
681,2011,12,14,2.0,15,3,16,15,50.0,3.0,7,NE,SE
682,2013,01,19,5.0,9,8,15,3,3.0,1.0,34,SW,NE
683,2013,01,25,4.0,6,13,19,17,4.0,1.0,50,NE,SW
684,2012,10,04,3.0,4,4,9,8,40.0,3.0,24,SE,SW
685,2011,11,10,3.0,15,3,3,5,45.0,3.0,21,NE,SW
686,2012,06,30,5.0,9,8,4,4,26.0,2.0,24,SW,SE
687,2012,08,04,5.0,0,0,15,3,31.0,2.0,60,SE,NE
688,2012,09,02,6.0,1,1,15,3,35.0,3.0,22,NE,NE
689,2012,07,02,0.0,19,17,9,8,27.0,2.0,56,SW,SW
690,2012,11,18,6.0,10,9,18,18,46.0,3.0,11,SW,NW
691,2012,06,19,1.0,4,4,9,8,25.0,2.0,24,SE,SW
692,2012,07,17,1.0,5,6,11,12,29.0,2.0,61,NE,NE
693,2012,04,01,6.0,19,17,18,18,13.0,1.0,63,SW,NW
694,2012,06,04,0.0,14,11,15,3,23.0,2.0,54,NE,NE
695,2013,02,09,5.0,19,17,18,18,6.0,1.0,63,SW,NW
696,2013,03,02,5.0,9,8,15,3,9.0,1.0,34,SW,NE
697,2011,09,24,5.0,4,4,10,9,38.0,3.0,27,SE,SW
698,2012,09,15,5.0,4,4,16,15,37.0,3.0,28,SE,SE
699,2011,10,27,3.0,15,3,9,8,43.0,3.0,34,NE,SW
700,2012,06,22,4.0,10,9,19,17,25.0,2.0,52,SW,SW
701,2012,12,23,6.0,11,12,5,6,51.0,3.0,61,NE,NE
702,2012,07,14,5.0,10,9,15,3,28.0,2.0,39,SW,NE
703,2012,01,29,6.0,10,9,8,12,4.0,1.0,48,SW,NE
704,2012,02,09,3.0,6,13,12,14,6.0,1.0,14,NE,SE
705,2011,09,30,4.0,9,8,3,5,39.0,3.0,2,SW,SW
706,2012,06,02,5.0,15,3,16,15,22.0,2.0,7,NE,SE
707,2012,12,29,5.0,15,3,10,9,52.0,3.0,39,NE,SW
708,2012,08,19,6.0,5,6,0,0,33.0,2.0,57,NE,SE
709,2012,04,08,6.0,1,1,0,0,14.0,1.0,18,NE,SE
710,2012,04,10,1.0,14,11,0,0,15.0,1.0,15,NE,SE
711,2012,11,13,1.0,12,14,6,13,46.0,3.0,14,SE,NE
712,2012,03,06,1.0,8,12,12,14,10.0,1.0,16,NE,SE
713,2012,03,05,0.0,19,17,1,1,10.0,1.0,53,SW,NE
714,2012,04,20,4.0,15,3,7,7,16.0,1.0,13,NE,SE
715,2012,08,24,4.0,9,8,15,3,34.0,2.0,34,SW,NE
716,2012,05,04,4.0,2,2,0,0,18.0,1.0,37,SE,SE
717,2012,12,20,3.0,16,15,1,1,51.0,3.0,45,SE,NE
718,2012,07,20,4.0,6,13,12,14,29.0,2.0,14,NE,SE
719,2012,10,07,6.0,12,14,16,15,40.0,3.0,9,SE,SE
720,2013,02,24,6.0,4,4,10,9,8.0,1.0,27,SE,SW
721,2012,05,02,2.0,11,12,0,0,18.0,1.0,6,NE,SE
722,2012,04,16,0.0,18,18,3,5,16.0,1.0,25,NW,SW
723,2011,11,04,4.0,11,12,5,6,44.0,3.0,61,NE,NE
724,2011,12,09,4.0,15,3,10,9,49.0,3.0,39,NE,SW
725,2012,07,25,2.0,16,15,12,14,30.0,2.0,9,SE,SE
726,2012,08,13,0.0,6,13,0,0,33.0,2.0,3,NE,SE
727,2012,04,02,0.0,3,5,0,0,14.0,1.0,26,SW,SE
728,2012,01,02,0.0,5,6,11,12,1.0,1.0,61,NE,NE
729,2012,02,26,6.0,18,18,3,5,8.0,1.0,25,NW,SW
730,2012,05,14,0.0,15,3,10,9,20.0,1.0,39,NE,SW
731,2011,11,18,4.0,15,3,9,8,46.0,3.0,34,NE,SW
732,2012,02,19,6.0,8,12,9,8,7.0,1.0,46,NE,SW
733,2012,02,22,2.0,4,4,11,12,8.0,1.0,30,SE,NE
734,2011,11,07,0.0,18,18,15,3,45.0,3.0,42,NW,NE
735,2012,12,01,5.0,0,0,2,2,48.0,3.0,37,SE,SE
736,2012,10,27,5.0,13,10,11,12,43.0,3.0,20,SE,NE
737,2012,09,18,1.0,13,10,0,0,38.0,3.0,58,SE,SE
738,2012,06,06,2.0,0,0,11,12,23.0,2.0,6,SE,NE
739,2012,12,08,5.0,15,3,1,1,49.0,3.0,22,NE,NE
740,2011,09,17,5.0,1,1,11,12,37.0,3.0,35,NE,NE
741,2012,10,13,5.0,10,9,8,12,41.0,3.0,48,SW,NE
742,2013,01,22,1.0,18,18,15,3,4.0,1.0,42,NW,NE
743,2012,07,24,1.0,6,13,15,3,30.0,2.0,10,NE,NE
744,2013,03,05,1.0,19,17,3,5,10.0,1.0,23,SW,SW
745,2012,11,26,0.0,9,8,19,17,48.0,3.0,56,SW,SW
746,2011,12,04,6.0,19,17,15,3,48.0,3.0,41,SW,NE
747,2013,02,23,5.0,9,8,19,17,8.0,1.0,56,SW,SW
748,2012,06,04,0.0,0,0,19,17,23.0,2.0,43,SE,SW
749,2012,11,17,5.0,19,17,3,5,46.0,3.0,23,SW,SW
